assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,asm_submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,asm_not_live_date,assembly_type,group,genome_size,genome_size_ungapped,gc_percent,replicon_count,scaffold_count,contig_count,annotation_provider,annotation_name,annotation_date,total_gene_count,protein_coding_gene_count,non_coding_gene_count,pubmed_id
GCF_020736485.1,PRJNA224116,SAMN22513565,na,na,2886895,2242,Halobacterium salinarum NRC-34001,strain=NRC-34001,na,latest,Complete Genome,Major,Full,03/11/2021,ASM2073648v1,University of Maryland,GCA_020736485.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/736/485/GCF_020736485.1_ASM2073648v1,na,assembly from synonym type material,na,haploid,archaea,2291038,2291038,67,3,3,3,NCBI RefSeq,GCF_020736485.1-RS_2024_07_01,01/07/2024,2439,2347,52,na
GCF_021249345.1,PRJNA224116,SAMN23798262,na,reference genome,2902623,2902623,Halobacterium wangiae,strain=Gai3-17,na,latest,Complete Genome,Major,Full,21/12/2021,ASM2124934v1,Jiangsu University,GCA_021249345.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/249/345/GCF_021249345.1_ASM2124934v1,na,assembly from type material,na,haploid,archaea,3112195,3112195,67.5,1,1,1,NCBI RefSeq,GCF_021249345.1-RS_2024_06_10,10/06/2024,3325,3253,52,na
GCF_021249405.1,PRJNA224116,SAMN23798265,na,reference genome,2902624,2902624,Halobacterium zhouii,strain=XZYJT26,na,latest,Complete Genome,Major,Full,21/12/2021,ASM2124940v1,Jiangsu University,GCA_021249405.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/249/405/GCF_021249405.1_ASM2124940v1,na,assembly from type material,na,haploid,archaea,2828879,2828879,66,4,4,4,NCBI RefSeq,GCF_021249405.1-RS_2024_06_10,10/06/2024,2928,2863,53,na
GCF_021431925.1,PRJNA224116,SAMN24046656,na,na,2904243,2904243,Halobaculum sp. CBA1158,strain=CBA1158,na,latest,Complete Genome,Major,Full,11/01/2022,ASM2143192v1,World Institute of Kimchi,GCA_021431925.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/431/925/GCF_021431925.1_ASM2143192v1,na,na,na,haploid,archaea,3320122,3320122,68.5,4,4,4,NCBI RefSeq,GCF_021431925.1-RS_2024_05_06,06/05/2024,3444,3351,55,na
GCF_022693705.1,PRJNA224116,SAMN26677287,na,na,2926850,2926850,Infirmifilum sp. NZ,strain=NZ,na,latest,Chromosome,Major,Full,24/03/2022,ASM2269370v1,Portland State University,GCA_022693705.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/693/705/GCF_022693705.1_ASM2269370v1,na,na,na,haploid,archaea,1829230,1828364,56,1,1,1,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),19/01/2024,1994,1939,49,na
GCF_023028105.1,PRJNA224116,SAMN27190946,na,reference genome,2931975,2931975,Halosolutus gelatinilyticus,strain=SQT-29-1,na,latest,Complete Genome,Major,Full,18/04/2022,ASM2302810v1,Jiangsu University,GCA_023028105.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/028/105/GCF_023028105.1_ASM2302810v1,na,assembly from type material,na,haploid,archaea,4757880,4757880,65,4,4,4,NCBI RefSeq,GCF_023028105.1-RS_2024_05_12,12/05/2024,4584,4439,62,na
GCF_023028345.1,PRJNA224116,SAMN27190925,na,reference genome,2931976,2931976,Halorientalis marina,strain=GDY88,na,latest,Complete Genome,Major,Full,18/04/2022,ASM2302834v1,Jiangsu University,GCA_023028345.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/028/345/GCF_023028345.1_ASM2302834v1,na,assembly from type material,na,haploid,archaea,4754137,4754137,65.5,4,4,4,NCBI RefSeq,GCF_023028345.1-RS_2024_08_31,31/08/2024,4844,4683,58,na
GCF_023028225.1,PRJNA224116,SAMN27190819,na,reference genome,2931977,2931977,Halorientalis litorea,strain=ZY14,na,latest,Complete Genome,Major,Full,18/04/2022,ASM2302822v1,Jiangsu University,GCA_023028225.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/028/225/GCF_023028225.1_ASM2302822v1,na,assembly from type material,na,haploid,archaea,3214077,3214077,65.5,5,5,5,NCBI RefSeq,GCF_023028225.1-RS_2024_08_31,31/08/2024,3390,3287,51,na
GCF_023016325.1,PRJNA224116,SAMN27386773,na,na,2933293,2933293,Methanonatronarchaeum sp. AMET6-2,strain=AMET6-2,na,latest,Complete Genome,Major,Full,17/04/2022,ASM2301632v1,Research Center of Biotechnology RAS,GCA_023016325.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/016/325/GCF_023016325.1_ASM2301632v1,na,na,na,haploid,archaea,1398990,1398990,42,1,1,1,NCBI RefSeq,GCF_023016325.1-RS_2024_08_25,25/08/2024,1482,1423,46,na
GCF_023115355.1,PRJNA224116,SAMN27533989,na,reference genome,2934340,2934340,Halocatena salina,strain=AD-1,na,latest,Complete Genome,Major,Full,26/04/2022,ASM2311535v1,Jiangsu University,GCA_023115355.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/115/355/GCF_023115355.1_ASM2311535v1,na,assembly from type material,na,haploid,archaea,4012255,4012255,57,5,5,5,NCBI RefSeq,GCF_023115355.1-RS_2024_07_29,29/07/2024,3906,3749,51,na
GCF_026013925.1,PRJNA224116,SAMN31329597,na,na,2934937,2934937,Halocatena marina,strain=RDMS1,na,latest,Complete Genome,Major,Full,06/11/2022,ASM2601392v1,Jiangsu University,GCA_026013925.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/013/925/GCF_026013925.1_ASM2601392v1,na,na,na,haploid,archaea,5086474,5086474,54,4,4,4,NCBI RefSeq,GCF_026013925.1-RS_2024_07_29,29/07/2024,4946,4762,52,na
GCF_023238445.1,PRJNA224116,SAMN27746577,na,reference genome,2937524,2937524,Halorussus gelatinilyticus,strain=XZYJT40,na,latest,Complete Genome,Major,Full,04/05/2022,ASM2323844v1,Jiangsu University,GCA_023238445.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/238/445/GCF_023238445.1_ASM2323844v1,na,assembly from type material,na,haploid,archaea,3668365,3668365,66,1,1,1,NCBI RefSeq,GCF_023238445.1-RS_2024_07_29,29/07/2024,3746,3656,58,na
GCF_023238205.1,PRJNA224116,SAMN27747444,na,reference genome,2938695,2938695,Halorussus limi,strain=XZYJT49,na,latest,Complete Genome,Major,Full,04/05/2022,ASM2323820v1,Jiangsu University,GCA_023238205.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/238/205/GCF_023238205.1_ASM2323820v1,na,assembly from type material,na,haploid,archaea,4624940,4624940,65,5,5,5,NCBI RefSeq,GCF_023238205.1-RS_2024_07_29,29/07/2024,4683,4549,76,na
GCF_023702125.1,PRJNA224116,SAMN28671404,na,reference genome,2949307,2949307,Halorubrum hochsteinianum,strain=1-13-28,na,latest,Complete Genome,Major,Full,11/06/2022,ASM2370212v1,Jiangsu University,GCA_023702125.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/702/125/GCF_023702125.1_ASM2370212v1,na,assembly from type material,na,haploid,archaea,3063422,3063422,69,2,2,2,NCBI RefSeq,GCF_023702125.1-RS_2024_05_12,12/05/2024,3096,3007,58,na
GCF_023703775.1,PRJNA224116,SAMN28772773,na,na,2949993,2949993,Haloplanus sp. GDY1,strain=GDY1,na,latest,Complete Genome,Major,Full,13/06/2022,ASM2370377v1,Jiangsu University,GCA_023703775.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/703/775/GCF_023703775.1_ASM2370377v1,na,na,na,haploid,archaea,3435985,3435985,68,4,4,4,NCBI RefSeq,GCF_023703775.1-RS_2024_05_06,06/05/2024,3610,3505,57,na
GCF_037201915.1,PRJNA224116,SAMN28772778,na,na,2949994,2949994,Haloplanus sp. CK5-1,strain=CK5-1,na,latest,Complete Genome,Major,Full,05/04/2024,ASM3720191v1,"School of Food and Biological Engineering, Jiangsu University",GCA_037201915.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/201/915/GCF_037201915.1_ASM3720191v1,na,na,na,haploid,archaea,3243851,3243851,65,1,1,1,NCBI RefSeq,GCF_037201915.1-RS_2024_05_06,06/05/2024,3446,3303,61,na
GCF_023703795.1,PRJNA224116,SAMN28772797,na,na,2949995,2949995,Haloplanus sp. HW8-1,strain=HW8-1,na,latest,Complete Genome,Major,Full,13/06/2022,ASM2370379v1,Jiangsu University,GCA_023703795.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/703/795/GCF_023703795.1_ASM2370379v1,na,na,na,haploid,archaea,3839886,3839886,65.5,3,3,3,NCBI RefSeq,GCF_023703795.1-RS_2024_05_12,12/05/2024,4011,3853,70,na
GCF_023913515.1,PRJNA224116,SAMN28928661,na,na,2951804,2951804,Natronococcus sp. CG52,strain=CG52,na,latest,Complete Genome,Major,Full,26/06/2022,ASM2391351v1,Jiangsu University,GCA_023913515.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/913/515/GCF_023913515.1_ASM2391351v1,na,na,na,haploid,archaea,4743419,4743419,63.5,3,3,3,NCBI RefSeq,GCF_023913515.1-RS_2024_05_12,12/05/2024,4637,4420,64,na
GCF_024138145.1,PRJNA224116,SAMN29188008,na,reference genome,2953746,2953746,Natronosalvus halobius,strain=AGai3-5,na,latest,Complete Genome,Major,Full,05/07/2022,ASM2413814v1,Jiangsu University,GCA_024138145.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/138/145/GCF_024138145.1_ASM2413814v1,na,assembly from type material,na,haploid,archaea,3854603,3854603,63,3,3,3,NCBI RefSeq,GCF_024138145.1-RS_2024_05_06,06/05/2024,3754,3640,55,na
GCF_017357105.1,PRJNA224116,SAMN18203325,na,reference genome,2953747,2953747,Natronosalvus caseinilyticus,strain=KZCA101,na,latest,Complete Genome,Major,Full,13/07/2022,ASM1735710v2,Jiangsu University,GCA_017357105.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/357/105/GCF_017357105.1_ASM1735710v2,na,assembly from type material,na,haploid,archaea,4235112,4235112,63,2,2,2,NCBI RefSeq,GCF_017357105.1-RS_2024_05_06,06/05/2024,4112,3992,55,na
GCF_024218795.1,PRJNA224116,SAMN29182851,na,reference genome,2953748,2953748,Halorussus aquaticus,strain=XZYJ18,na,latest,Complete Genome,Major,Full,12/07/2022,ASM2421879v1,Jiangsu University,GCA_024218795.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/218/795/GCF_024218795.1_ASM2421879v1,na,assembly from type material,na,haploid,archaea,4739434,4739434,64.5,4,4,4,NCBI RefSeq,GCF_024218795.1-RS_2024_07_29,29/07/2024,4852,4675,65,na
GCF_024138165.1,PRJNA224116,SAMN29182859,na,reference genome,2953749,2953749,Halorussus vallis,strain=XZYJT10,na,latest,Complete Genome,Major,Full,05/07/2022,ASM2413816v1,Jiangsu University,GCA_024138165.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/138/165/GCF_024138165.1_ASM2413816v1,na,assembly from type material,na,haploid,archaea,5051069,5051069,66,5,5,5,NCBI RefSeq,GCF_024138165.1-RS_2024_07_29,29/07/2024,5079,4971,55,na
GCF_024138125.1,PRJNA224116,SAMN29182972,na,reference genome,2953750,2953750,Halorussus salilacus,strain=YCN54,na,latest,Complete Genome,Major,Full,05/07/2022,ASM2413812v1,Jiangsu University,GCA_024138125.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/138/125/GCF_024138125.1_ASM2413812v1,na,assembly from type material,na,haploid,archaea,3596520,3596520,66.5,4,4,4,NCBI RefSeq,GCF_024138125.1-RS_2024_07_29,29/07/2024,3650,3550,56,na
GCF_024204665.1,PRJNA224116,SAMN29198663,na,reference genome,2953753,2953753,Natronosalvus rutilus,strain=WLHS1,na,latest,Complete Genome,Major,Full,11/07/2022,ASM2420466v1,Jiangsu University,GCA_024204665.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/204/665/GCF_024204665.1_ASM2420466v1,na,assembly from type material,na,haploid,archaea,4312161,4312161,63,4,4,4,NCBI RefSeq,GCF_024204665.1-RS_2024_05_06,06/05/2024,4249,4106,57,na
GCF_023973145.1,PRJNA224116,SAMN29203671,na,reference genome,2953881,2953881,Natronosalvus vescus,strain=CGA3,na,latest,Complete Genome,Major,Full,28/06/2022,ASM2397314v1,Jiangsu University,GCA_023973145.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/973/145/GCF_023973145.1_ASM2397314v1,na,assembly from type material,na,haploid,archaea,3836670,3836670,62,1,1,1,NCBI RefSeq,GCF_023973145.1-RS_2024_05_06,06/05/2024,3639,3529,55,na
GCF_024227435.1,PRJNA224116,SAMN29416498,na,reference genome,2961570,2961570,Natrinema caseinilyticum,strain=ZJ2,na,latest,Complete Genome,Major,Full,13/07/2022,ASM2422743v1,Jiangsu University,GCA_024227435.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/227/435/GCF_024227435.1_ASM2422743v1,na,assembly from type material,na,haploid,archaea,4771358,4771358,63,3,3,3,NCBI RefSeq,GCF_024227435.1-RS_2024_05_06,06/05/2024,4636,4447,57,na
GCF_024266705.1,PRJNA224116,SAMN29416696,na,reference genome,2961571,2961571,Natrinema gelatinilyticum,strain=BND6,na,latest,Complete Genome,Major,Full,14/07/2022,ASM2426670v1,Jiangsu University,GCA_024266705.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/266/705/GCF_024266705.1_ASM2426670v1,na,assembly from type material,na,haploid,archaea,5443578,5443578,61,3,3,3,NCBI RefSeq,GCF_024266705.1-RS_2024_05_12,12/05/2024,5342,4952,56,na
GCF_024218815.1,PRJNA224116,SAMN29406388,na,na,2961574,2961574,Haloarcula marina,strain=YSSS71,na,latest,Complete Genome,Major,Full,12/07/2022,ASM2421881v1,Jiangsu University,GCA_024218815.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/218/815/GCF_024218815.1_ASM2421881v1,na,na,na,haploid,archaea,3910177,3910177,64.5,4,4,4,NCBI RefSeq,GCF_024218815.1-RS_2024_06_03,03/06/2024,3991,3860,59,na
GCF_024227715.1,PRJNA224116,SAMN29425829,na,reference genome,2961595,2961595,Halomarina litorea,strain=BCD28,na,latest,Complete Genome,Major,Full,13/07/2022,ASM2422771v1,Jiangsu University,GCA_024227715.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/227/715/GCF_024227715.1_ASM2422771v1,na,assembly from type material,na,haploid,archaea,3884949,3884949,67.5,6,6,6,NCBI RefSeq,GCF_024227715.1-RS_2024_07_29,29/07/2024,4196,4076,50,na
GCF_024296665.1,PRJNA224116,SAMN29425916,na,reference genome,2961596,2961596,Salinilacihabitans rarus,strain=AD-4,na,latest,Complete Genome,Major,Full,17/07/2022,ASM2429666v1,Jiangsu University,GCA_024296665.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/296/665/GCF_024296665.1_ASM2429666v1,na,assembly from type material,na,haploid,archaea,3622565,3622565,68.5,1,1,1,NCBI RefSeq,GCF_024296665.1-RS_2024_05_06,06/05/2024,3804,3712,52,na
GCF_024300625.1,PRJNA224116,SAMN29426050,na,reference genome,2961597,2961597,Halovivax gelatinilyticus,strain=CGA30,na,latest,Complete Genome,Major,Full,18/07/2022,ASM2430062v1,Jiangsu University,GCA_024300625.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/300/625/GCF_024300625.1_ASM2430062v1,na,assembly from type material,na,haploid,archaea,3700630,3700630,63,1,1,1,NCBI RefSeq,GCF_024300625.1-RS_2024_05_06,06/05/2024,3544,3458,49,na
GCF_024296685.1,PRJNA224116,SAMN29426053,na,reference genome,2961598,2961598,Natrinema marinum,strain=DT87,na,latest,Complete Genome,Major,Full,17/07/2022,ASM2429668v1,Jiangsu University,GCA_024296685.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/296/685/GCF_024296685.1_ASM2429668v1,na,assembly from type material,na,haploid,archaea,3766003,3766003,65.5,1,1,1,NCBI RefSeq,GCF_024296685.1-RS_2024_05_12,12/05/2024,3769,3671,57,na
GCF_024228315.1,PRJNA224116,SAMN29426659,na,reference genome,2961599,2961599,Halomarina pelagica,strain=BND7,na,latest,Complete Genome,Major,Full,13/07/2022,ASM2422831v1,Jiangsu University,GCA_024228315.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/228/315/GCF_024228315.1_ASM2422831v1,na,assembly from type material,na,haploid,archaea,4601757,4601757,67,7,7,7,NCBI RefSeq,GCF_024228315.1-RS_2024_07_29,29/07/2024,4748,4604,52,na
GCF_024298905.1,PRJNA224116,SAMN29480431,na,reference genome,2961939,2961939,Natronomonas marina,strain=ZY43,na,latest,Complete Genome,Major,Full,18/07/2022,ASM2429890v1,Jiangsu University,GCA_024298905.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/298/905/GCF_024298905.1_ASM2429890v1,na,assembly from type material,na,haploid,archaea,3993555,3993555,67,2,2,2,NCBI RefSeq,GCF_024298905.1-RS_2024_06_24,24/06/2024,4182,4043,54,na
GCF_024298845.1,PRJNA224116,SAMN29498734,na,reference genome,2961994,2961994,Natronosalvus amylolyticus,strain=WLHSJ1,na,latest,Complete Genome,Major,Full,18/07/2022,ASM2429884v1,Jiangsu University,GCA_024298845.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/298/845/GCF_024298845.1_ASM2429884v1,na,assembly from type material,na,haploid,archaea,4217547,4217547,59.5,5,5,5,NCBI RefSeq,GCF_024298845.1-RS_2024_05_06,06/05/2024,3919,3815,54,na
GCF_024298865.1,PRJNA224116,SAMN29548489,na,reference genome,2962671,2962671,Halorarius halobius,strain=ZY10,na,latest,Complete Genome,Major,Full,18/07/2022,ASM2429886v1,Jiangsu University,GCA_024298865.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/298/865/GCF_024298865.1_ASM2429886v1,na,assembly from type material,na,haploid,archaea,4399335,4399335,67,5,5,5,NCBI RefSeq,GCF_024298865.1-RS_2024_06_24,24/06/2024,4570,4465,52,na
GCF_024298885.1,PRJNA224116,SAMN29548545,na,reference genome,2962672,2962672,Haloglomus halophilum,strain=ZY41,na,latest,Complete Genome,Major,Full,18/07/2022,ASM2429888v1,Jiangsu University,GCA_024298885.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/298/885/GCF_024298885.1_ASM2429888v1,na,assembly from type material,na,haploid,archaea,4445689,4445689,68,3,3,3,NCBI RefSeq,GCF_024298885.1-RS_2024_06_24,24/06/2024,4339,4241,51,na
GCF_024298825.1,PRJNA224116,SAMN29548546,na,reference genome,2962673,2962673,Haloglomus salinum,strain=ZY58,na,latest,Complete Genome,Major,Full,18/07/2022,ASM2429882v1,Jiangsu University,GCA_024298825.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/298/825/GCF_024298825.1_ASM2429882v1,na,assembly from type material,na,haploid,archaea,4190378,4190378,68.5,1,1,1,NCBI RefSeq,GCF_024298825.1-RS_2024_06_24,24/06/2024,4132,4055,50,na
GCF_024362405.1,PRJNA224116,SAMN29552483,na,reference genome,2962676,2962676,Halorarius litoreus,strain=BND22,na,latest,Complete Genome,Major,Full,21/07/2022,ASM2436240v1,Jiangsu University,GCA_024362405.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/362/405/GCF_024362405.1_ASM2436240v1,na,assembly from type material,na,haploid,archaea,4167635,4167635,66.5,2,2,2,NCBI RefSeq,GCF_024362405.1-RS_2024_06_24,24/06/2024,4390,4293,53,na
GCF_024362485.1,PRJNA224116,SAMN29638647,na,reference genome,2963433,2963433,Natronobeatus ordinarius,strain=WLHSJ27,na,latest,Complete Genome,Major,Full,21/07/2022,ASM2436248v1,Jiangsu University,GCA_024362485.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/362/485/GCF_024362485.1_ASM2436248v1,na,assembly from type material,na,haploid,archaea,4208668,4208668,65,2,2,2,NCBI RefSeq,GCF_024362485.1-RS_2024_05_12,12/05/2024,4208,4068,58,na
GCF_024362525.1,PRJNA224116,SAMN29638652,na,reference genome,2963434,2963434,Natrononativus amylolyticus,strain=CGA73,na,latest,Complete Genome,Major,Full,21/07/2022,ASM2436252v1,Jiangsu University,GCA_024362525.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/362/525/GCF_024362525.1_ASM2436252v1,na,assembly from type material,na,haploid,archaea,3986100,3986100,65.5,3,3,3,NCBI RefSeq,GCF_024362525.1-RS_2024_05_12,12/05/2024,4018,3894,56,na
GCF_024707485.1,PRJNA224116,SAMN30184678,na,reference genome,2969672,2969672,Thermococcus thermotolerans,strain=813A4,na,latest,Complete Genome,Major,Full,18/08/2022,ASM2470748v1,"(LMO)Laboratory of Microbial Oceanography, Shanghai Jiao Tong University",GCA_024707485.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/707/485/GCF_024707485.1_ASM2470748v1,na,assembly from type material,na,haploid,archaea,2070864,2070864,53.5,1,1,1,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),10/12/2023,2338,2280,52,na
GCF_029232205.1,PRJNA224116,SAMN30630966,na,reference genome,2978046,2978046,Candidatus Nanohalovita haloferacivicina,strain=BNXNv,na,latest,Complete Genome,Major,Full,17/03/2023,ASM2923220v1,Consiglio nazionale delle ricerche,GCA_029232205.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/232/205/GCF_029232205.1_ASM2923220v1,na,assembly from type material,na,haploid,archaea,1046959,1046959,45,1,1,1,NCBI RefSeq,GCF_029232205.1-RS_2024_05_29,29/05/2024,1211,1168,42,na
GCF_029207735.1,PRJNA224116,SAMN30630938,na,reference genome,2978047,2978047,Candidatus Nanohalococcus occultus,strain=SVXNc,na,latest,Complete Genome,Major,Full,14/03/2023,ASM2920773v1,Consiglio nazionale delle ricerche,GCA_029207735.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/207/735/GCF_029207735.1_ASM2920773v1,na,assembly from type material,na,haploid,archaea,948351,948351,47.5,1,1,1,NCBI RefSeq,GCF_029207735.1-RS_2024_05_29,29/05/2024,1091,1048,42,na
GCF_029207715.1,PRJNA224116,SAMN30630960,na,na,2978283,2978283,Halorhabdus sp. SVX81,strain=SVX81,na,latest,Complete Genome,Major,Full,14/03/2023,ASM2920771v1,Consiglio nazionale delle ricerche,GCA_029207715.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/207/715/GCF_029207715.1_ASM2920771v1,na,na,na,haploid,archaea,2923675,2923675,63.5,1,1,1,NCBI RefSeq,GCF_029207715.1-RS_2024_05_13,13/05/2024,2919,2832,51,na
GCF_029229925.1,PRJNA224116,SAMN30631035,na,na,2980181,2980181,Halorhabdus sp. BNX81,strain=BNX81,na,latest,Complete Genome,Major,Full,17/03/2023,ASM2922992v1,Consiglio nazionale delle ricerche,GCA_029229925.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/229/925/GCF_029229925.1_ASM2922992v1,na,na,na,haploid,archaea,2828981,2828981,63.5,1,1,1,NCBI RefSeq,GCF_029229925.1-RS_2024_05_14,14/05/2024,2858,2777,51,na
GCF_018228765.1,PRJNA224116,SAMN18559506,na,reference genome,2982524,2982524,Halorubrum ruber,strain=MBLA0099,na,latest,Complete Genome,Major,Full,03/05/2021,ASM1822876v1,Incheon National University,GCA_018228765.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/228/765/GCF_018228765.1_ASM1822876v1,na,assembly from type material,na,haploid,archaea,3021820,3021820,69,1,1,1,NCBI RefSeq,GCF_018228765.1-RS_2024_05_06,06/05/2024,3000,2813,56,na
GCF_026248685.1,PRJNA224116,SAMN31580283,na,reference genome,2993314,2993314,Haladaptatus caseinilyticus,strain=ZJ1,na,latest,Complete Genome,Major,Full,21/11/2022,ASM2624868v1,Jiangsu University,GCA_026248685.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/248/685/GCF_026248685.1_ASM2624868v1,na,assembly from type material,na,haploid,archaea,4818353,4818353,56,7,7,7,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),28/01/2024,4900,4768,60,na
